,audio_key,chord_progressions,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
10429,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10430
10430,aminor,"[['Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F']]",mid,4,60,cinematic,main_melody,string_ensemble,standard,4/4,21,22,val,commu10431
10431,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Em', 'Em', 'Em', 'Em']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10432
10432,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",low,4,120,cinematic,bass,string_ensemble,standard,4/4,51,55,val,commu10433
10433,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,4,120,cinematic,sub_melody,brass_ensemble,standard,4/4,83,91,val,commu10434
10434,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid,4,120,cinematic,riff,string_ensemble,standard,4/4,115,122,val,commu10435
10435,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid,4,60,cinematic,main_melody,string_violin,standard,4/4,67,68,val,commu10436
10436,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid_high,4,120,cinematic,riff,string_violin,standard,4/4,115,116,val,commu10437
10437,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim']]",mid_high,8,150,cinematic,sub_melody,brass_ensemble,standard,4/4,50,109,val,commu10438
10438,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10439
10439,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10440
10440,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10441
10441,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']]",mid_high,8,120,cinematic,sub_melody,brass_ensemble,standard,4/4,96,99,val,commu10442
10442,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid_high,4,120,cinematic,sub_melody,brass_ensemble,standard,4/4,84,92,val,commu10443
10443,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10444
10444,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,120,cinematic,sub_melody,brass_ensemble,standard,4/4,87,90,val,commu10445
10445,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10446
10446,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10447
10447,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10448
10448,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]",mid_high,4,120,cinematic,sub_melody,brass_ensemble,standard,4/4,121,122,val,commu10449
10449,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10450
10450,cmajor,"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]",mid_high,4,105,cinematic,sub_melody,flute,standard,4/4,85,86,val,commu10451
10451,cmajor,"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]",mid_low,4,105,cinematic,sub_melody,string_ensemble,standard,4/4,99,100,val,commu10452
10452,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,22,val,commu10453
10453,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,22,val,commu10454
10454,cmajor,"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]",mid_low,4,105,cinematic,sub_melody,string_ensemble,standard,4/4,99,100,val,commu10455
10455,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,120,cinematic,sub_melody,brass_ensemble,standard,4/4,83,91,val,commu10456
10456,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,4,120,cinematic,sub_melody,brass_ensemble,standard,4/4,121,122,val,commu10457
10457,cmajor,"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]",mid,4,105,cinematic,main_melody,string_ensemble,standard,4/4,99,100,val,commu10458
10458,cmajor,"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]",mid_high,4,105,cinematic,sub_melody,flute,standard,4/4,85,86,val,commu10459
10459,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']]",mid_low,8,130,newage,pad,acoustic_piano,standard,4/4,71,82,val,commu10460
10460,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,135,cinematic,pad,string_violin,standard,4/4,41,41,val,commu10461
10461,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10462
10462,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,22,val,commu10463
10463,cmajor,"[['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10464
10464,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,22,val,commu10465
10465,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G']]",mid_high,8,120,cinematic,sub_melody,brass_ensemble,standard,4/4,121,122,val,commu10466
10466,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10467
10467,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,80,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10468
10468,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10469
10469,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid,4,60,cinematic,main_melody,string_ensemble,standard,4/4,25,26,val,commu10470
10470,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10471
10471,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Csus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'F', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,21,30,val,commu10472
10472,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,8,135,cinematic,sub_melody,brass_ensemble,standard,4/4,95,104,val,commu10473
10473,cmajor,"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,8,60,newage,sub_melody,acoustic_piano,standard,4/4,22,30,val,commu10474
